variant,H1_log10Kd,H9_log10Kd,fdl_x,fdl_y
00110011000,-9.203823870728348,-7.0,16.431337356567383,0.5776585936546326
00110011001,-9.32596886548632,-7.0,18.38948631286621,7.064940452575684
00110011010,-8.700915195979452,-7.0,-2.782214641571045,-138.152587890625
00110011011,-8.808024428680131,-7.0,-3.1610865592956543,-139.13961791992188
00110011100,-8.911095416201821,-7.0,2.148646354675293,-136.68743896484375
00110011101,-8.945124024826534,-7.0,2.57312536239624,-136.49205017089844
00110011110,-8.665072478756677,-7.0,-0.9023782014846802,-137.56781005859375
00110011111,-8.778774935441055,-7.0,-0.4864827394485473,-138.21847534179688
00110100000,-7.0,-7.0,-98.2181625366211,3.4736788272857666
00110100001,-7.0,,-98.60972595214844,3.2720541954040527
00110100010,-7.0,-7.0,-98.850341796875,3.201036214828491
00110100011,-7.0,-7.341885499141611,-98.67340850830078,3.059071779251098
00110100100,-7.0,,-97.86764526367188,3.6827468872070312
00110100101,-7.0,-7.391756597866642,-97.5615692138672,3.350371837615967
00110100110,-8.222658954232946,-8.826701331067342,-78.3413314819336,33.5399284362793
00110100111,-8.218366184432126,-8.828495133353233,-78.15673065185547,33.908653259277344
00110101000,-7.0,-7.0,-98.27960205078124,3.317427396774292
00110101001,-7.0,-7.471495091766834,-98.31624603271484,2.975986957550049
00110101010,-7.0,-7.0,-98.64583587646484,3.291594982147217
00110101011,-7.0,-7.0,-98.69232177734376,3.118619680404663
00110101100,-7.0,-7.315968370120058,-98.01526641845705,3.029127597808838
00110101101,-7.0,-7.572718409838935,-97.98472595214844,2.9173195362091064
00110101110,-7.0,-7.224154924027602,-98.09796905517578,3.221308946609497
00110101111,-7.0,-7.803133413193155,-98.54180908203124,3.0090925693511963
00110110000,-8.348382953153621,-8.823248374229467,-26.43054962158203,-146.56173706054688
00110110001,-8.580790571926455,-9.011444873781471,-29.56054306030273,-147.15708923339844
00110110010,-8.342848900189788,-8.264376856673676,-25.981170654296875,-146.4807891845703
00110110011,-8.456878683071574,-8.66484264505557,-30.890644073486328,-147.09681701660156
00110110100,,,,
00110110101,,,,
00110110110,,,,
00110110111,,,,
00110111000,-8.774021001694003,-9.230311718750436,-9.48790168762207,-140.34461975097656
00110111001,-9.03601667873126,-9.357857264938117,-10.46542263031006,-142.20068359375
00110111010,-8.64507607050928,-9.016421787045491,-6.568697452545166,-139.83157348632812
00110111011,-8.840257567112387,-9.08486297396162,-5.627519130706787,-140.44850158691406
00110111100,-9.083071969462218,-9.410537722218562,-2.422539710998535,-139.8953857421875
00110111101,-9.228308811187206,-9.409097386545566,-3.5413155555725098,-140.790283203125
00110111110,-9.058924246424915,-9.239485773335812,-2.899693965911865,-140.24978637695312
00110111111,-9.245902416346674,-9.17394734943916,-3.511479139328003,-141.19772338867188
00111000000,-7.0,-7.0,-98.25296020507812,4.25611686706543
00111000001,-7.0,-7.0,-98.49739837646484,3.9053046703338623
00111000010,-7.0,-7.0,-98.9565200805664,3.72549033164978
00111000011,-7.0,-7.0,-99.16119384765624,3.5558156967163086
00111000100,-7.0,-7.0,-97.43563842773438,3.626454114913941
00111000101,-7.24764726777394,-7.0,-97.07386779785156,3.907490968704224
00111000110,-8.976487176873515,-8.149499536357473,6.549671173095703,-134.59930419921875
00111000111,-8.92043289442793,-8.169023640746165,6.283759117126465,-134.95510864257812
00111001000,-7.0,-7.0,-98.38790130615234,4.031638145446777
00111001001,-7.0,-7.0,-98.4001693725586,3.189722776412964
00111001010,-7.0,-7.0,-98.90502166748048,3.4507339000701904
00111001011,-7.0,-7.0,-98.95092010498048,3.335202217102051
00111001100,-7.0,-7.0,-97.8676986694336,3.870890855789185
00111001101,-7.0,-7.0,-97.65084838867188,3.4177470207214355
00111001110,-8.004302289548372,-7.0,-97.09265899658205,2.5879170894622803
00111001111,-8.293313391142723,-7.0,-97.54330444335938,2.2093868255615234
00111010000,,-7.0,,
00111010001,,-7.0,,
00111010010,,,,
00111010011,-8.50552006452013,-7.0,-10.78817367553711,-140.8828582763672
00111010100,-8.988914353286406,-7.0,4.260910987854004,-135.8943634033203
00111010101,-8.974957513601213,-7.0,3.956439971923828,-136.0476837158203
00111010110,-9.06241090395943,-8.40078719625857,5.087689399719238,-135.75672912597656
00111010111,-8.963566474421688,-8.349365000099398,4.387336730957031,-136.20912170410156
00111011000,-9.134051337728463,-7.0,15.354028701782228,-1.4808224439620972
00111011001,-9.253756602944476,-7.0,16.102985382080078,2.25388240814209
00111011010,-8.779805339178258,-7.0,-1.945692539215088,-137.96139526367188
00111011011,-8.864980710585316,-7.0,-2.7882063388824463,-138.88967895507812
00111011100,-8.883099812747126,-7.0,2.0480663776397705,-137.10438537597656
00111011101,-8.969180235592454,-7.0,3.293409824371338,-136.31788635253906
00111011110,-8.743929706460769,-7.131515814367642,-0.4706966280937195,-137.53590393066406
00111011111,-8.832793144050804,-7.0,-0.0803062692284584,-137.8924102783203
00111100000,-7.0,-7.0,-98.05996704101562,3.393078327178955
00111100001,-7.0,-7.426385617488863,-98.51453399658205,3.1535234451293945
00111100010,-7.0,-7.0,-99.00997924804688,3.123016595840454
00111100011,-7.0,-7.092470024268985,-98.92984771728516,3.612997531890869
00111100100,-7.0,-7.052324095056624,-97.37859344482422,3.502140998840332
00111100101,-7.0,-7.527203966052053,-97.96465301513672,3.340132713317871
00111100110,-8.397421271281733,-8.877250421377331,-77.2818603515625,33.642452239990234
00111100111,-8.313875979730907,-8.882745999982086,-77.3657455444336,34.06549072265625
00111101000,-7.0,-7.0,-98.35445404052734,3.3655893802642822
00111101001,-7.0,-7.687315705295973,-98.78682708740234,3.3271689414978027
00111101010,-7.0,-7.0,-98.85711669921876,3.440882682800293
00111101011,-7.0,-7.0,-98.90321350097656,3.0368168354034424
00111101100,-7.0,-7.4070249362655876,-98.1839828491211,3.202486038208008
00111101101,-7.0,-7.887368539477181,-98.06121826171876,3.166743755340576
00111101110,-7.0,-7.302757926816738,-98.3929443359375,3.4609639644622803
00111101111,-7.0,-7.545613132056808,-98.30259704589844,3.1598503589630127
00111110000,-8.124296073668301,-8.917954920422572,-27.36797523498535,-146.8623046875
00111110001,-8.365247001080784,-9.007942546713467,-29.83454704284668,-146.78883361816406
00111110010,-8.275756186179969,-8.155578977681207,-23.78270530700684,-145.087890625
00111110011,-8.238805247488822,-8.562949450785,-25.216272354125977,-145.51397705078125
00111110100,-8.929986835127709,-9.248508726347367,2.2586300373077397,-137.55435180664062
00111110101,,,,
00111110110,,,,
00111110111,,,,
00111111000,-8.846203332769349,-9.26759587512849,-9.55585479736328,-141.1851043701172
00111111001,-8.936913461558236,-9.313515083831811,-11.105264663696287,-142.138427734375
00111111010,-8.444708055979682,-9.069854969188198,-11.77772045135498,-141.50396728515625
00111111011,-8.547535330980965,-8.928230159661839,-10.202983856201172,-141.82215881347656
00111111100,-9.057846353948518,-9.382419716743392,-2.428234338760376,-139.62564086914062
00111111101,-9.170302700579668,-9.397355623883302,-3.2999892234802246,-140.4947967529297
00111111110,-9.073988987255884,-9.20522324396091,-2.857795238494873,-139.927978515625
00111111111,-9.151441310603284,-9.104449045762706,-3.3048579692840576,-140.70504760742188
01000000000,,-7.0,,
01000000001,-7.689834162409595,-7.457894532765968,-71.84211730957031,105.002685546875
01000000010,-8.523441062453074,-8.881234138106851,-76.55450439453125,123.68031311035156
01000000011,-8.441916351960375,-8.968177473928415,-75.8124771118164,123.31455993652344
01000000100,-8.344885342650556,-8.660187728031199,-25.05097198486328,135.42288208007812
01000000101,-8.289750318791139,-8.586857571227663,-24.69213485717773,134.7022247314453
01000000110,-9.203935604545697,-9.22966953845892,46.40373992919922,81.72256469726562
01000000111,-9.146978281152396,-9.16459740865438,47.209720611572266,88.57068634033203
01000001000,-7.0,-7.0,-98.30363464355467,5.61237382888794
01000001001,-7.60796443864216,-7.0,-71.58393859863281,95.72599792480467
01000001010,-7.382342442501423,-7.0,-89.81983947753906,47.73908233642578
01000001011,-7.704049511692692,-7.372272938337749,-79.99769592285156,77.57556915283203
01000001100,-7.44768253201547,-7.100626840568843,-56.21195602416992,104.162109375
01000001101,-7.69402679139576,-7.0,-61.157073974609375,101.39417266845705
01000001110,-8.179418384599153,-8.574531041653051,18.90864562988281,110.78445434570312
01000001111,-8.425110086569793,-8.725883605665315,19.717905044555664,109.26244354248048
01000010000,,-7.0,,
01000010001,,,,
01000010010,-8.733708088377583,,-76.5245590209961,125.5464096069336
01000010011,,,,
01000010100,-9.08518923796216,-8.855294599745399,19.88962173461914,-3.3071932792663574
01000010101,-9.06434384777471,-8.915933350687592,19.649734497070312,-5.142833232879639
01000010110,-9.337311095980455,-9.309231807925768,22.453771591186523,6.867069244384766
01000010111,-9.304999126040656,-9.261350261072524,22.03165054321289,5.792619228363037
01000011000,-8.837842583499501,-7.398313710081826,17.06177520751953,-9.609414100646973
01000011001,-8.980601271979971,-8.35413936009513,17.510162353515625,-7.343504905700684
01000011010,-8.818919397698748,-7.464594856071418,17.25892448425293,-8.327040672302246
01000011011,-9.079409434956936,-8.805463174431203,17.332088470458984,-3.919079542160034
01000011100,-8.872782423642963,-8.140196102652151,18.42281723022461,-6.823208808898926
01000011101,-8.994683453652188,-8.669069374429894,18.42181396484375,-5.8250908851623535
01000011110,-9.162828523794133,-8.800219032307202,21.52693748474121,4.630791664123535
01000011111,-9.290668812757373,-8.952987986295883,22.129249572753903,5.75844669342041
01000100000,-8.158818177910737,-9.015594424106446,-82.00374603271484,119.55718231201172
01000100001,-8.426182220915427,-9.069204790485648,-79.78947448730469,118.9349365234375
01000100010,-8.503507856571128,-9.211298735756149,-78.0380630493164,123.50204467773438
01000100011,-8.724927651670136,-9.310871081636824,-78.33415985107422,122.1800765991211
01000100100,-8.774891749023658,-9.255436055508648,-5.625047206878662,130.228271484375
01000100101,-8.763419367585273,-9.278809695036712,-5.195070266723633,130.71926879882812
01000100110,-9.322948507999383,-9.640237472696636,45.63687133789063,71.48876953125
01000100111,-9.364477463682167,-9.725310154390646,45.59352111816406,70.75122833251953
01000101000,-8.07351851474952,-8.123787796414193,-82.77459716796875,119.55027770996094
01000101001,-8.420931580583568,-8.969189056756962,-79.74774932861328,118.27012634277344
01000101010,-8.572956107176706,-8.954235510696321,-80.01031494140625,122.79743194580078
01000101011,-8.799382185700669,-9.021931767637032,-78.59072875976562,121.8157730102539
01000101100,-8.541073363306367,-9.117339087661312,3.166789531707764,123.5658950805664
01000101101,-8.607867216835468,-9.146020661840211,1.2011046409606934,124.87684631347656
01000101110,-8.98639818251741,-9.269695703142368,28.919153213500977,95.58395385742188
01000101111,-9.12037096001164,-9.326680399535151,33.63986587524414,91.05736541748048
01000110000,-9.356239206677618,-9.466830240101306,25.58967399597168,44.01170349121094
01000110001,-9.43218922168659,-9.573856918631485,27.07331275939941,43.76690673828125
01000110010,-9.363190064197813,-9.303026749758793,26.074539184570312,44.28091430664063
01000110011,-9.413875864430668,-9.517562901444624,27.320953369140625,44.417274475097656
01000110100,,,,
01000110101,,,,
01000110110,-9.37082490433673,-9.469460889141583,24.34245491027832,41.14339447021485
01000110111,-9.574495553365317,-9.971472151738208,23.900409698486328,41.063621520996094
01000111000,-9.36219280954824,-9.380824236632966,24.535091400146484,43.3914909362793
01000111001,-9.422208915073387,-9.457051706702392,25.681713104248047,42.86507034301758
01000111010,-9.318364854253662,-9.342223000653696,23.08405876159668,41.21306228637695
01000111011,-9.355496349659436,-9.427554666566513,23.90108108520508,41.67586517333984
01000111100,-9.326390849609064,-9.673392840843263,23.341615676879883,41.26897430419922
01000111101,-9.398008628829889,-9.793054277028943,23.694913864135746,40.70664978027344
01000111110,-9.353673866918562,-9.62214278490934,22.39353370666504,39.89513397216797
01000111111,-9.46411945410628,-9.831549234255656,22.94021224975586,40.06097412109375
01001000000,,,,
01001000001,-7.8986878742657725,,-71.95136260986328,107.6874008178711
01001000010,-8.529288333619393,-8.965695907440075,-76.43509674072266,124.05050659179688
01001000011,-8.515700697647892,-8.924084466131172,-76.01013946533203,123.67176055908205
01001000100,-8.511840584964796,-9.14140528748351,-27.64288711547852,133.7723388671875
01001000101,-8.63907658656749,-8.888230675163937,-26.142845153808597,134.04930114746094
01001000110,-9.250878537922084,-9.34392124969209,46.350189208984375,81.76478576660156
01001000111,-9.162164271336689,-9.251793761724173,45.92779541015625,85.9069595336914
01001001000,-7.0,-7.0,-98.46849060058594,5.4085373878479
01001001001,-7.7288960465215935,,-72.01818084716797,94.98980712890624
01001001010,-7.664111883705883,-7.3978827197180355,-87.90327453613281,52.94342041015625
01001001011,-7.831242340353545,-7.565130918466152,-79.9141616821289,77.25531768798828
01001001100,-7.70012911277222,-7.172848299780762,-54.93241882324219,104.81153869628906
01001001101,-7.878344608212714,-7.480187217877443,-58.682865142822266,102.62227630615234
01001001110,-8.626916472027814,-8.867221360552875,18.78823471069336,112.2110595703125
01001001111,-8.559457358442812,-8.893631556303506,19.495689392089844,110.6907958984375
01001010000,,-7.0,,
01001010001,,,,
01001010010,-8.68178229742758,-9.111209394910238,-76.47029113769531,125.1148452758789
01001010011,-8.920395809734352,-8.864873321081356,18.82037925720215,6.656765937805176
01001010100,-9.022819126476158,-8.963433701265444,20.036949157714844,-2.777963876724243
01001010101,-9.072509415692789,-9.120012039170897,19.833154678344727,-3.781724691390991
01001010110,-9.316962083706134,-9.341893205360147,22.16092872619629,9.172146797180176
01001010111,-9.32192249490228,-9.290732024690632,22.30307006835937,6.733063220977783
01001011000,-8.623674426240347,-7.96723082819045,8.632401466369629,-60.72480010986328
01001011001,-8.878505885235489,-8.668357172821224,16.53513526916504,-9.172510147094728
01001011010,-8.840977806304616,-8.275329933780347,16.716501235961914,-9.53378677368164
01001011011,-9.01921685944685,-8.585172206176576,17.136219024658203,-1.97700834274292
01001011100,-8.863914397960585,-8.478023570594528,18.07681655883789,-8.118742942810059
01001011101,-8.970137079192494,-8.971709258783669,18.79069328308105,-5.947819709777832
01001011110,-9.263000493410992,-8.991303435069216,21.534746170043945,7.499124526977539
01001011111,-9.31125602515011,-9.026644384563804,22.048145294189453,6.059881210327148
01001100000,-8.151058262662332,-8.999754223694396,-82.08514404296875,119.37876892089844
01001100001,-8.399659725115312,-9.11277175847723,-78.59661865234375,119.0050048828125
01001100010,-8.6120176436868,-9.222265102262716,-78.41251373291016,123.1932601928711
01001100011,-8.768695342683799,-9.304558723729125,-78.38912963867188,122.71168518066406
01001100100,-8.79498191315109,-9.317841829942743,-7.157516479492188,130.20687866210938
01001100101,-8.828422419227488,-9.299070879161285,-6.878541946411133,130.73338317871094
01001100110,-9.317218552946102,-9.74374179324053,45.46070861816406,72.47736358642578
01001100111,-9.360087626310898,-9.790090601897916,45.77281951904297,70.82546997070312
01001101000,-8.169565436921621,-8.479848636155042,-81.93510437011719,119.6800537109375
01001101001,-8.489888701420794,-8.926661115517463,-78.73036193847656,118.500732421875
01001101010,-8.508007557468183,-8.851568933100284,-79.55652618408203,122.68201446533205
01001101011,-8.683825482947565,-9.05546610431892,-78.2479019165039,121.7500991821289
01001101100,-8.616647232079156,-9.190682479025693,2.937982082366944,122.84091186523438
01001101101,-8.6828351094055,-9.205541885182912,2.4783248901367188,123.35289001464844
01001101110,-9.099638733080823,-9.334881723295664,31.40846824645996,94.51513671875
01001101111,-9.127888899966296,-9.375395270513486,33.57721710205078,92.44794464111328
01001110000,-9.330347553397436,-9.41766848723812,25.45673370361328,44.09917449951172
01001110001,-9.400255330353897,-9.565294492185664,27.47138214111328,44.06416702270508
01001110010,-9.356261525902497,-9.41005441918118,26.56752586364746,43.98793029785156
01001110011,-9.36794004849592,-9.524870143328735,25.434131622314453,43.02799606323242
01001110100,,,,
01001110101,,,,
01001110110,-9.2835380825835,-9.4986297710708,23.17962646484375,29.639877319335938
01001110111,-9.408346313542744,-9.963393498271977,23.373689651489254,38.39048004150391
01001111000,-9.31762292160808,-9.397716176897946,23.474952697753903,41.974369049072266
01001111001,-9.357399287652433,-9.500542797526329,24.55277633666992,41.94430541992188
01001111010,-9.303973688139044,-9.344296990536344,22.04256820678711,41.30888366699219
01001111011,-9.36442278663774,-9.451959076249324,24.42780494689941,41.86056518554688
01001111100,-9.35649620662388,-9.778439036934554,23.34134101867676,40.52382659912109
01001111101,-9.389309159117044,-9.856412820137422,23.564010620117188,40.34526062011719
01001111110,-9.33727175377758,-9.70454746153093,22.67914390563965,39.276493072509766
01001111111,-9.392127856004134,-9.854211064945492,23.021333694458008,39.83668518066406
01010000000,-7.637373035276469,-7.0,-97.62560272216795,17.006351470947266
01010000001,-8.436182430313027,-8.80128408955616,-58.08921432495117,124.6802978515625
01010000010,-8.630410298809855,-8.861089353475492,-72.9674301147461,124.19025421142578
01010000011,-8.675422763820663,-8.93149567980481,-69.7730941772461,123.91327667236328
01010000100,-8.57975220031677,-8.40499935234097,-31.701854705810547,132.45248413085938
01010000101,-8.55058563103396,-8.811372490925166,-34.797630310058594,130.77166748046875
01010000110,-9.377569900937376,-9.165665300174055,48.26094818115234,72.96871185302734
01010000111,-9.426352818384013,-9.194199300873477,52.37264633178711,70.36652374267578
01010001000,-7.211864973681933,-7.0,-97.7035140991211,14.652437210083008
01010001001,-8.065703874699484,,-49.61659622192383,120.2974853515625
01010001010,-7.700227521567456,-7.0,-94.23410034179688,33.97616195678711
01010001011,-8.418480180102234,-7.5231746071052275,-46.41005706787109,120.5066375732422
01010001100,-7.854067327189584,-7.0,-45.60883712768555,110.0383071899414
01010001101,-8.240145445776959,,-37.2981071472168,119.56217193603516
01010001110,-8.536674554815212,-8.310651879637277,12.228057861328123,113.8252182006836
01010001111,-8.624954366627533,-8.784919527994674,2.077418327331543,114.14908599853516
01010010000,,,,
01010010001,-9.397225659863128,-7.0,29.3031005859375,24.879005432128903
01010010010,,,,
01010010011,,,,
01010010100,-9.200772165706663,-8.357018209180723,21.00843620300293,5.196258068084717
01010010101,-9.312527562698788,-8.778708511539051,21.726903915405277,11.358509063720703
01010010110,-9.427342496752694,-9.292476037714325,22.31601333618164,13.621326446533203
01010010111,-9.504652037245735,-9.236943392423411,21.35420608520508,18.150876998901367
01010011000,-8.94573424421324,,18.389039993286133,2.689239025115967
01010011001,-9.21756477133897,-8.509317741729799,18.673154830932617,9.008304595947266
01010011010,-9.05862103579916,-7.527181824907521,18.75617218017578,9.369340896606444
01010011011,-9.280894207472045,-8.308389110373477,19.78042221069336,14.20915699005127
01010011100,-9.020940487329923,-7.2503888840456785,19.419178009033203,6.034473896026611
01010011101,-9.336201262477545,-8.41918342588373,20.035938262939453,12.16549301147461
01010011110,-9.325880942457196,-8.48874777167096,21.577640533447266,17.746036529541016
01010011111,-9.506624262279248,-8.809671606635023,21.84990882873535,20.50571060180664
01010100000,-8.501895893847232,-8.931329791336744,-78.37252044677734,121.3423080444336
01010100001,-8.571893239718444,-9.13123927929914,-74.3750991821289,121.51075744628906
01010100010,-8.830764745369768,-9.146133115067364,-77.1220932006836,124.45201873779295
01010100011,-9.04492885511273,-9.234931147117608,-75.67510986328125,122.99869537353516
01010100100,-9.071418298435622,-9.266681549359012,-6.018943786621094,128.55145263671875
01010100101,-9.0990223636398,-9.255789424645966,-5.785056114196777,127.50733184814452
01010100110,-9.387703550270016,-9.563382163359156,48.08476257324219,70.06548309326172
01010100111,-9.444671080603634,-9.646671578585304,48.93386459350586,69.9471206665039
01010101000,-8.416895569108261,-7.423481176067178,-80.4529800415039,121.43960571289062
01010101001,-8.681033202515296,-8.780083073817366,-77.31556701660156,121.0742416381836
01010101010,-8.587770051995513,-8.351561671648184,-80.21430206298828,122.53929138183594
01010101011,-8.979868574526938,-8.90165680952976,-75.2462158203125,122.19229888916016
01010101100,-8.821399225846934,-9.076523200449678,4.170616626739502,120.62751770019533
01010101101,-8.969482783650351,-9.15967156186692,1.7676066160202026,121.52214050292967
01010101110,-9.091170832717172,-9.152953026402876,22.83250617980957,104.5833511352539
01010101111,-9.293674522032386,-9.28490132061888,30.15681266784668,94.49459838867188
01010110000,-9.424901193529829,-9.311845383277015,27.264856338500977,43.45866394042969
01010110001,-9.500729752144451,-9.484393225363348,27.44006729125977,40.95426559448242
01010110010,-9.418707034029284,-9.25299384492538,27.5783805847168,43.48292922973633
01010110011,-9.454710592307652,-9.397747899771826,27.45747756958008,42.22690963745117
01010110100,,,,
01010110101,-9.484953215492702,-9.6877365410035,25.415342330932617,37.06087875366211
01010110110,,,,
01010110111,,,,
01010111000,-9.41673920953918,-9.286893029429462,25.62386131286621,41.554012298583984
01010111001,-9.48192070642392,-9.41864680277994,25.35777282714844,39.19892501831055
01010111010,-9.38973443982385,-9.206694786387288,24.682077407836918,39.28263473510742
01010111011,-9.477220127099123,-9.374601964205132,25.11686134338379,38.36467361450195
01010111100,-9.400563141528712,-9.559065502369924,23.697608947753903,38.43724060058594
01010111101,-9.483269077436663,-9.70751940885192,25.18838882446289,37.27183532714844
01010111110,-9.394837242414203,-9.547773058512927,23.90641021728516,37.46474838256836
01010111111,-9.475050897870815,-9.674857006102156,23.91018867492676,35.813602447509766
01011000000,-7.765532942389957,-7.0,-97.749267578125,17.775060653686523
01011000001,-8.466176749722639,-7.899532152759237,-58.63288879394531,124.99201965332033
01011000010,-8.683111923756313,-8.98535877820761,-72.64193725585938,123.85891723632812
01011000011,-8.711402533286133,-9.084030181368258,-70.03060913085938,123.7354965209961
01011000100,-8.544419219582094,-8.502576321384502,-31.98967742919922,132.7948760986328
01011000101,-8.541395728643735,-9.035486078955882,-34.245018005371094,131.23069763183594
01011000110,-9.34369372993322,-9.282137774013076,47.64155960083008,74.22376251220703
01011000111,-9.396146952608516,-9.304480134142336,48.65954208374024,74.29886627197266
01011001000,-7.593852699516143,-7.0,-97.68057250976562,21.8846492767334
01011001001,-8.146880368214907,,-50.89086151123047,120.67192840576172
01011001010,-7.933412825480463,-7.0,-93.5859832763672,37.25786590576172
01011001011,-8.436090543216812,-7.490748738936506,-46.99007415771485,120.75154876708984
01011001100,-7.981385218685764,-7.0,-44.75349807739258,110.24213409423828
01011001101,-8.410670917966382,,-33.56093978881836,120.71505737304688
01011001110,-8.60245863637561,-8.806236234956462,15.2829008102417,114.89373016357422
01011001111,-8.713606283375197,-8.948300633384171,4.664668560028076,114.35865783691406
01011010000,-9.508720325924063,,74.78047180175781,32.54090881347656
01011010001,-9.421714021750857,-9.960656471026493,34.573341369628906,28.867172241210938
01011010010,-9.326969855073925,,32.544227600097656,31.00759506225586
01011010011,,,,
01011010100,-9.247675056332428,-8.890120720359349,20.99830818176269,6.045812606811523
01011010101,-9.324716575218742,-9.109076514147398,22.33224105834961,11.470318794250488
01011010110,-9.445089176334395,-9.247640362736892,23.169818878173828,14.759572982788086
01011010111,-9.5138014221649,-9.274017106062422,21.40742301940918,19.033905029296875
01011011000,-8.7536778432977,,1.0543622970581057,-108.7613754272461
01011011001,-9.183545710375476,-8.652941845904813,18.90900421142578,10.051962852478027
01011011010,-9.056025653564356,-7.946931582172744,19.04511833190918,9.620944023132324
01011011011,-9.285594991968376,-8.61566279813173,19.921092987060547,15.499125480651855
01011011100,-9.070633831013083,-8.017594776501447,19.83663749694824,7.343081951141357
01011011101,-9.274080150806656,-8.994613367287377,20.937145233154297,12.519695281982422
01011011110,-9.324919523729852,-8.922762898362281,21.580678939819336,17.312231063842773
01011011111,-9.48763678154242,-9.078279649824092,21.52010726928711,22.410520553588867
01011100000,-8.33837228809797,-8.976588936459796,-79.74866485595703,120.54835510253906
01011100001,-8.5576391071407,-9.127806361071386,-73.30509948730469,121.71125030517578
01011100010,-8.825192266548846,-9.176726030494615,-77.2791519165039,124.45128631591795
01011100011,-9.102654961507625,-9.291192449523038,-75.53987884521484,123.30628204345705
01011100100,-9.11933006879498,-9.286889563259257,-5.958654880523682,128.2327117919922
01011100101,-9.28073079795374,-9.267239827621774,-5.4878830909729,126.21662139892578
01011100110,-9.42057401880235,-9.6680800687199,47.30126190185547,69.06519317626953
01011100111,-9.432525251660271,-9.778274824834602,46.61027908325195,72.19551849365234
01011101000,-8.382687592629749,-7.943164109264865,-80.21452331542969,121.21534729003906
01011101001,-8.618492692670957,-8.835029525455466,-76.71199798583984,120.78235626220705
01011101010,-8.602796114131282,-8.66525739378456,-80.40587615966797,122.72396087646484
01011101011,-8.983821270198625,-8.936292573642369,-74.97562408447266,122.27561950683594
01011101100,-8.86661247008511,-9.104470376297828,2.998072385787964,120.39226531982422
01011101101,-9.08865621197053,-9.201280214369472,1.953376054763794,119.6880874633789
01011101110,-9.18103075672307,-9.263446062733683,23.74839401245117,103.56588745117188
01011101111,-9.395869334327989,-9.390667931564598,34.03904342651367,88.63504791259766
01011110000,-9.411324750635506,-9.366502980223189,28.9425106048584,43.65470123291016
01011110001,-9.459144300115346,-9.444170048642905,28.487993240356445,40.7017707824707
01011110010,-9.386127948344573,-9.318734985810636,28.241849899291992,43.434566497802734
01011110011,-9.429217814621484,-9.404227046333412,27.22069358825684,41.04668426513672
01011110100,,,,
01011110101,,,,
01011110110,,,,
01011110111,-9.476734582798274,,23.09510040283203,32.65019989013672
01011111000,-9.3707508966366,-9.28621279870018,25.11736488342285,40.61145782470703
01011111001,-9.44390723556689,-9.42384363627204,25.71686363220215,38.83203506469727
01011111010,-9.37235306836295,-9.2377394380098,25.450408935546875,40.07061004638672
01011111011,-9.41959503295086,-9.385536548956036,25.85016632080078,38.528594970703125
01011111100,-9.416308594729212,-9.60729961349641,24.06328773498535,38.153785705566406
01011111101,-9.451968010606038,-9.72444200498974,24.502765655517575,36.68563079833984
01011111110,-9.436154018753257,-9.63760625283323,24.016305923461918,36.49830627441406
01011111111,-9.462190963613052,-9.73515702815967,23.8919620513916,34.51924133300781
01100000000,-7.0,-7.0,-98.23629760742188,4.643423557281494
01100000001,-7.906331746138197,-8.57304030213153,-72.20340728759766,110.33721923828124
01100000010,-8.398771646537353,-8.830925754748106,-76.64509582519531,124.1951141357422
01100000011,-8.486617190744981,-8.929809156772189,-76.06640625,123.70005798339844
01100000100,-8.330214155828878,-8.438188456149643,-24.81700897216797,136.29501342773438
01100000101,-8.228045313479718,-8.543689634850153,-24.214496612548828,135.49598693847656
01100000110,-9.253228562037556,-9.241059335748368,46.33219528198242,81.99916076660156
01100000111,-9.16965820971324,-9.166908382271345,46.67953109741211,85.85771179199219
01100001000,,-7.0,,
01100001001,-7.580381311390285,,-71.42437744140625,95.00308990478516
01100001010,-7.415012288976039,-7.0,-89.4063720703125,49.77848052978516
01100001011,-7.6916059234412835,,-80.7044906616211,76.07929229736328
01100001100,-7.684307865027977,-7.0,-58.26190185546875,102.62266540527344
01100001101,-7.6758216019201075,-7.0,-60.133583068847656,101.97931671142578
01100001110,-7.996249042316017,-8.340598784114329,19.980314254760746,112.24958038330078
01100001111,-8.499302241757333,-8.771329772584894,22.00784492492676,109.37318420410156
01100010000,,,,
01100010001,-9.624300691701944,,108.03575897216795,27.00794792175293
01100010010,-8.571241694319742,,-76.71858215332031,124.93807220458984
01100010011,-8.674901806838808,,-76.32577514648438,124.52031707763672
01100010100,-8.953141189091921,-8.636082195214437,20.27590560913086,-5.001061916351318
01100010101,-8.978809734960011,-8.69234480841503,19.748464584350582,-5.975658416748047
01100010110,-9.326100081129594,-9.353086902135416,22.642208099365234,5.799383163452148
01100010111,-9.328730149415913,-9.262534248557076,22.049192428588867,5.282777309417725
01100011000,-8.785135563487179,,16.535253524780273,-8.342976570129395
01100011001,-9.01156808858966,-8.362944832065628,17.619253158569336,-6.534257888793945
01100011010,-8.844454587802677,-7.450887723302822,16.95326042175293,-7.137578964233398
01100011011,-9.076001459928426,-7.880881529244148,17.536975860595703,-3.521493434906006
01100011100,-8.898087039081013,-7.5497484018706515,18.987611770629883,-5.539220809936523
01100011101,-9.030921940048868,-8.441511201861294,18.60542678833008,-6.280167579650879
